EQ_80,EQ_240,EQ_2500,EQ_4000,EQ_10000,file
-12,0,-8,-12,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-12_hishelf_-8.wav
-12,0,-8,-12,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-12_hishelf_0.wav
-12,0,-8,-12,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-12_hishelf_12.wav
-12,0,-8,-12,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-12_hishelf_4.wav
-12,0,-8,-12,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-12_hishelf_8.wav
-12,0,-8,-4,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_-12.wav
-12,0,-8,-4,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_-4.wav
-12,0,-8,-4,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_-8.wav
-12,0,-8,-4,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_0.wav
-12,0,-8,-4,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_12.wav
-12,0,-8,-4,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_4.wav
-12,0,-8,-4,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-4_hishelf_8.wav
-12,0,-8,-8,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_-12.wav
-12,0,-8,-8,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_-4.wav
-12,0,-8,-8,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_-8.wav
-12,0,-8,-8,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_0.wav
-12,0,-8,-8,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_12.wav
-12,0,-8,-8,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_4.wav
-12,0,-8,-8,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_-8_hishelf_8.wav
-12,0,-8,0,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_-12.wav
-12,0,-8,0,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_-4.wav
-12,0,-8,0,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_-8.wav
-12,0,-8,0,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_0.wav
-12,0,-8,0,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_12.wav
-12,0,-8,0,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_4.wav
-12,0,-8,0,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_0_hishelf_8.wav
-12,0,-8,12,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_-12.wav
-12,0,-8,12,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_-4.wav
-12,0,-8,12,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_-8.wav
-12,0,-8,12,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_0.wav
-12,0,-8,12,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_12.wav
-12,0,-8,12,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_4.wav
-12,0,-8,12,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_12_hishelf_8.wav
-12,0,-8,4,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_-12.wav
-12,0,-8,4,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_-4.wav
-12,0,-8,4,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_-8.wav
-12,0,-8,4,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_0.wav
-12,0,-8,4,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_12.wav
-12,0,-8,4,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_4.wav
-12,0,-8,4,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_4_hishelf_8.wav
-12,0,-8,8,-12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_-12.wav
-12,0,-8,8,-4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_-4.wav
-12,0,-8,8,-8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_-8.wav
-12,0,-8,8,0,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_0.wav
-12,0,-8,8,12,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_12.wav
-12,0,-8,8,4,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_4.wav
-12,0,-8,8,8,01_eq_loshelf_-12_bell1_0_bell2_-8_bell3_8_hishelf_8.wav
-12,0,0,-12,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_-12.wav
-12,0,0,-12,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_-4.wav
-12,0,0,-12,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_-8.wav
-12,0,0,-12,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_0.wav
-12,0,0,-12,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_12.wav
-12,0,0,-12,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_4.wav
-12,0,0,-12,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-12_hishelf_8.wav
-12,0,0,-4,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_-12.wav
-12,0,0,-4,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_-4.wav
-12,0,0,-4,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_-8.wav
-12,0,0,-4,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_0.wav
-12,0,0,-4,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_12.wav
-12,0,0,-4,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_4.wav
-12,0,0,-4,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-4_hishelf_8.wav
-12,0,0,-8,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_-12.wav
-12,0,0,-8,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_-4.wav
-12,0,0,-8,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_-8.wav
-12,0,0,-8,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_0.wav
-12,0,0,-8,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_12.wav
-12,0,0,-8,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_4.wav
-12,0,0,-8,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_-8_hishelf_8.wav
-12,0,0,0,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_-12.wav
-12,0,0,0,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_-4.wav
-12,0,0,0,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_-8.wav
-12,0,0,0,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_0.wav
-12,0,0,0,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_12.wav
-12,0,0,0,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_4.wav
-12,0,0,0,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_0_hishelf_8.wav
-12,0,0,12,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_-12.wav
-12,0,0,12,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_-4.wav
-12,0,0,12,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_-8.wav
-12,0,0,12,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_0.wav
-12,0,0,12,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_12.wav
-12,0,0,12,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_4.wav
-12,0,0,12,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_12_hishelf_8.wav
-12,0,0,4,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_-12.wav
-12,0,0,4,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_-4.wav
-12,0,0,4,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_-8.wav
-12,0,0,4,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_0.wav
-12,0,0,4,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_12.wav
-12,0,0,4,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_4.wav
-12,0,0,4,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_4_hishelf_8.wav
-12,0,0,8,-12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_-12.wav
-12,0,0,8,-4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_-4.wav
-12,0,0,8,-8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_-8.wav
-12,0,0,8,0,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_0.wav
-12,0,0,8,12,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_12.wav
-12,0,0,8,4,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_4.wav
-12,0,0,8,8,01_eq_loshelf_-12_bell1_0_bell2_0_bell3_8_hishelf_8.wav
-12,0,12,-12,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_-12.wav
-12,0,12,-12,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_-4.wav
-12,0,12,-12,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_-8.wav
-12,0,12,-12,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_0.wav
-12,0,12,-12,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_12.wav
-12,0,12,-12,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_4.wav
-12,0,12,-12,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-12_hishelf_8.wav
-12,0,12,-4,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_-12.wav
-12,0,12,-4,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_-4.wav
-12,0,12,-4,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_-8.wav
-12,0,12,-4,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_0.wav
-12,0,12,-4,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_12.wav
-12,0,12,-4,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_4.wav
-12,0,12,-4,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-4_hishelf_8.wav
-12,0,12,-8,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_-12.wav
-12,0,12,-8,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_-4.wav
-12,0,12,-8,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_-8.wav
-12,0,12,-8,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_0.wav
-12,0,12,-8,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_12.wav
-12,0,12,-8,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_4.wav
-12,0,12,-8,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_-8_hishelf_8.wav
-12,0,12,0,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_-12.wav
-12,0,12,0,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_-4.wav
-12,0,12,0,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_-8.wav
-12,0,12,0,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_0.wav
-12,0,12,0,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_12.wav
-12,0,12,0,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_4.wav
-12,0,12,0,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_0_hishelf_8.wav
-12,0,12,12,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_-12.wav
-12,0,12,12,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_-4.wav
-12,0,12,12,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_-8.wav
-12,0,12,12,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_0.wav
-12,0,12,12,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_12.wav
-12,0,12,12,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_4.wav
-12,0,12,12,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_12_hishelf_8.wav
-12,0,12,4,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_-12.wav
-12,0,12,4,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_-4.wav
-12,0,12,4,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_-8.wav
-12,0,12,4,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_0.wav
-12,0,12,4,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_12.wav
-12,0,12,4,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_4.wav
-12,0,12,4,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_4_hishelf_8.wav
-12,0,12,8,-12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_-12.wav
-12,0,12,8,-4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_-4.wav
-12,0,12,8,-8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_-8.wav
-12,0,12,8,0,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_0.wav
-12,0,12,8,12,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_12.wav
-12,0,12,8,4,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_4.wav
-12,0,12,8,8,01_eq_loshelf_-12_bell1_0_bell2_12_bell3_8_hishelf_8.wav
-12,0,4,-12,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_-12.wav
-12,0,4,-12,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_-4.wav
-12,0,4,-12,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_-8.wav
-12,0,4,-12,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_0.wav
-12,0,4,-12,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_12.wav
-12,0,4,-12,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_4.wav
-12,0,4,-12,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-12_hishelf_8.wav
-12,0,4,-4,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_-12.wav
-12,0,4,-4,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_-4.wav
-12,0,4,-4,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_-8.wav
-12,0,4,-4,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_0.wav
-12,0,4,-4,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_12.wav
-12,0,4,-4,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_4.wav
-12,0,4,-4,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-4_hishelf_8.wav
-12,0,4,-8,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_-12.wav
-12,0,4,-8,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_-4.wav
-12,0,4,-8,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_-8.wav
-12,0,4,-8,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_0.wav
-12,0,4,-8,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_12.wav
-12,0,4,-8,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_4.wav
-12,0,4,-8,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_-8_hishelf_8.wav
-12,0,4,0,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_-12.wav
-12,0,4,0,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_-4.wav
-12,0,4,0,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_-8.wav
-12,0,4,0,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_0.wav
-12,0,4,0,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_12.wav
-12,0,4,0,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_4.wav
-12,0,4,0,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_0_hishelf_8.wav
-12,0,4,12,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_-12.wav
-12,0,4,12,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_-4.wav
-12,0,4,12,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_-8.wav
-12,0,4,12,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_0.wav
-12,0,4,12,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_12.wav
-12,0,4,12,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_4.wav
-12,0,4,12,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_12_hishelf_8.wav
-12,0,4,4,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_-12.wav
-12,0,4,4,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_-4.wav
-12,0,4,4,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_-8.wav
-12,0,4,4,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_0.wav
-12,0,4,4,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_12.wav
-12,0,4,4,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_4.wav
-12,0,4,4,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_4_hishelf_8.wav
-12,0,4,8,-12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_-12.wav
-12,0,4,8,-4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_-4.wav
-12,0,4,8,-8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_-8.wav
-12,0,4,8,0,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_0.wav
-12,0,4,8,12,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_12.wav
-12,0,4,8,4,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_4.wav
-12,0,4,8,8,01_eq_loshelf_-12_bell1_0_bell2_4_bell3_8_hishelf_8.wav
-12,0,8,-12,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_-12.wav
-12,0,8,-12,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_-4.wav
-12,0,8,-12,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_-8.wav
-12,0,8,-12,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_0.wav
-12,0,8,-12,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_12.wav
-12,0,8,-12,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_4.wav
-12,0,8,-12,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-12_hishelf_8.wav
-12,0,8,-4,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_-12.wav
-12,0,8,-4,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_-4.wav
-12,0,8,-4,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_-8.wav
-12,0,8,-4,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_0.wav
-12,0,8,-4,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_12.wav
-12,0,8,-4,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_4.wav
-12,0,8,-4,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-4_hishelf_8.wav
-12,0,8,-8,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_-12.wav
-12,0,8,-8,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_-4.wav
-12,0,8,-8,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_-8.wav
-12,0,8,-8,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_0.wav
-12,0,8,-8,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_12.wav
-12,0,8,-8,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_4.wav
-12,0,8,-8,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_-8_hishelf_8.wav
-12,0,8,0,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_-12.wav
-12,0,8,0,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_-4.wav
-12,0,8,0,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_-8.wav
-12,0,8,0,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_0.wav
-12,0,8,0,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_12.wav
-12,0,8,0,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_4.wav
-12,0,8,0,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_0_hishelf_8.wav
-12,0,8,12,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_-12.wav
-12,0,8,12,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_-4.wav
-12,0,8,12,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_-8.wav
-12,0,8,12,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_0.wav
-12,0,8,12,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_12.wav
-12,0,8,12,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_4.wav
-12,0,8,12,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_12_hishelf_8.wav
-12,0,8,4,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_-12.wav
-12,0,8,4,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_-4.wav
-12,0,8,4,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_-8.wav
-12,0,8,4,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_0.wav
-12,0,8,4,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_12.wav
-12,0,8,4,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_4.wav
-12,0,8,4,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_4_hishelf_8.wav
-12,0,8,8,-12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_-12.wav
-12,0,8,8,-4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_-4.wav
-12,0,8,8,-8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_-8.wav
-12,0,8,8,0,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_0.wav
-12,0,8,8,12,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_12.wav
-12,0,8,8,4,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_4.wav
-12,0,8,8,8,01_eq_loshelf_-12_bell1_0_bell2_8_bell3_8_hishelf_8.wav
-12,12,-12,-12,-12,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_-12.wav
-12,12,-12,-12,-4,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_-4.wav
-12,12,-12,-12,-8,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_-8.wav
-12,12,-12,-12,0,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_0.wav
-12,12,-12,-12,12,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_12.wav
-12,12,-12,-12,4,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_4.wav
-12,12,-12,-12,8,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-12_hishelf_8.wav
-12,12,-12,-4,-12,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_-12.wav
-12,12,-12,-4,-4,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_-4.wav
-12,12,-12,-4,-8,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_-8.wav
-12,12,-12,-4,0,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_0.wav
-12,12,-12,-4,12,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_12.wav
-12,12,-12,-4,4,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_4.wav
-12,12,-12,-4,8,01_eq_loshelf_-12_bell1_12_bell2_-12_bell3_-4_hishelf_8.wav
